Fraud,ID,Status ,Age,Sex,Race,Hispanic,Education,HigherEducation,Employment,Monthly_income,Annual_Income,Marital_Status,Years_Married,Children,Previously_Married,Citizenship,Address,City,State,Zip_Code,Previously_Denied_Visa,Foreign_Residence_Requirement,History_of_Crime,Expiration_Date_of_Passport,Date_of_Marriage,Expired_Passport_Marriage,Spouse_DOB,Spouse_Status,Spouse_Sex,Spouse_Age,Spouse_Annual_Income,Spouse_History_of_Crime
Yes,205-598-430,US Citizen,24,F,African American,No,college,No,FT,"$12,202 ","$146,424 ",Divorced,1,0,Yes,United States,37 E Elmport St ,Oallas,IA,50315,No,No,Yes,8/17/2019,2/13/2021,Yes,12/18/1981,Immigrant,M,40,"$168,130.00",Yes
Yes,121-960-200,Immigrant,50,M,White,No,BA,Yes,Unemployed,"$15,135 ","$181,620 ",Divorced,4,0,Yes,Mexico,530 Sunset Street ,New York,IA,50315,No,Yes,Yes,1/27/2024,7/22/2018,No,12/4/1985,US Citizen,F,36,"$58,300.00",No
Yes,875-679-235,US Citizen,22,M,African American,No,college,No,FT,"$12,210 ","$146,520 ",Married,5,0,No,United States,70 Secois Farm Hwy,Deer Park,OH,45324,No,No,No,10/25/2016,12/12/2017,Yes,10/7/1996,Immigrant,F,25,"$139,582.00",Yes
Yes,322-283-522,US Citizen,25,F,African American,No,HS,No,FT,"$16,997 ","$203,964 ",Married,2,0,No,United States,19 E North Ave,Gardena,CT,50315,Yes,No,Yes,3/20/2019,4/22/2025,Yes,12/31/1984,Immigrant,M,37,"$71,992.00",Yes
Yes,672-244-587,US Citizen,39,M,African American,No,college,No,FT,"$15,705 ","$188,460 ",Married,11,0,No,United States,72 Mannix Dr,Orlando,NJ,89701,No,Yes,No,6/10/2025,9/29/2019,No,6/12/1995,Immigrant,F,26,"$144,079.00",Yes
Yes,201-491-770,US Citizen,52,F,Hispanic,No,college,No,FT,"$11,117 ","$133,404 ",Married,1,0,No,United States,88734 E Main St,Oilwa Locka,AZ,50324,No,No,Yes,7/9/2023,7/7/2018,No,10/5/1971,Immigrant,M,50,"$81,571.00",Yes
Yes,187-578-259,Immigrant,43,M,African American,No,BA,Yes,FT,"$6,011 ","$72,132 ",Divorced,5,0,Yes,China,22 Bridle Ln,Hermisonville,IA,50315,Yes,Yes,Yes,6/25/2025,3/31/2018,No,11/23/1973,US Citizen,F,48,"$38,369.00",No
Yes,314-242-990,US Citizen,35,M,African American,No,college,No,Unemployed,$0 ,$0 ,Married,3,0,No,United States,7290 Wood Hill Rd,Rogo Park,IA,50315,No,Yes,No,10/13/2020,2/27/2022,Yes,5/28/1986,Immigrant,F,35,"$66,816.00",Yes
Yes,955-169-470,US Citizen,24,F,African American,No,college,No,FT,"$12,792 ","$153,504 ",Married,1,0,Yes,United States,42 W. Littleton Lane ,Philadelphia,IA,50322,No,No,No,9/7/2018,12/13/2017,No,4/1/1994,Immigrant,M,27,"$164,102.00",Yes
Yes,784-646-494,Immigrant,24,M,African American,No,BA,Yes,FT,"$11,872 ","$142,464 ",Married,14,0,Yes,Guatemala,1643 E. George Ave ,Plainview,IA,50315,No,No,No,12/22/2019,7/11/2025,Yes,1/12/1990,US Citizen,F,31,"$43,060.00",No
Yes,597-598-338,US Citizen,22,F,African American,Yes,college,No,FT,"$14,195 ","$170,340 ",Married,4,0,Yes,United States,65 Cown St ,Sugar Land,IA,50315,No,No,No,10/8/2019,10/22/2016,No,2/3/1976,Immigrant,M,45,"$119,317.00",Yes
Yes,125-709-760,US Citizen,48,F,African American,No,college,No,FT,"$16,999 ","$203,988 ",Divorced,9,0,Yes,United States,691 North River Pl,Erlanger,FL,33010,No,No,No,5/9/2018,11/6/2024,Yes,11/6/1986,Immigrant,M,35,"$175,315.00",Yes
Yes,186-104-134,US Citizen,22,F,African American,No,college,No,FT,"$11,750 ","$141,000 ",Married,6,0,No,United States,72 Mannix Way,Scoma,FL,33010,No,Yes,Yes,10/15/2021,10/30/2024,Yes,5/15/1989,Immigrant,M,32,"$169,003.00",Yes
Yes,315-337-220,Immigrant,37,M,African American,No,MA,Yes,FT,"$14,667 ","$176,004 ",Married,1,0,No,South Korea,87 N 55 Brewery St ,Boise,OH,45324,No,Yes,Yes,3/2/2024,9/30/2023,No,8/18/1981,US Citizen,F,40,"$40,843.00",No
Yes,337-110-615,US Citizen,37,F,African American,No,college,No,FT,"$6,923 ","$83,076 ",Married,10,0,No,United States,7022 Carey Ave ,Pembroke Falls,FL,33010,No,Yes,Yes,12/3/2022,10/3/2020,No,7/14/1978,Immigrant,M,43,"$169,876.00",Yes
Yes,176-529-709,US Citizen,29,M,White,No,BS,Yes,FT,"$15,788 ","$189,456 ",Married,0,0,No,United States,322 Carpenter Ave,Hackensack,NJ,8611,No,No,Yes,3/9/2024,11/10/2025,Yes,2/3/1972,Immigrant,F,49,"$176,279.00",Yes
Yes,116-511-854,US Citizen,49,F,African American,No,college,No,FT,"$16,246 ","$194,952 ",Married,10,0,No,United States,926 South Hill Street ,Menomonee Falls,MA,7302,No,Yes,Yes,2/18/2024,2/5/2024,No,5/11/1971,Immigrant,M,50,"$197,080.00",Yes
Yes,507-117-529,US Citizen,33,M,White,No,college,No,FT,"$7,029 ","$84,348 ",Married,4,0,Yes,United States,8141 Wakehurst Rd,Fort Wayne,NJ,7660,Yes,No,Yes,6/11/2017,10/5/2019,Yes,4/8/1973,Immigrant,F,48,"$85,345.00",Yes
Yes,959-543-970,US Citizen,41,F,African American,No,college,No,FT,"$15,818 ","$189,816 ",Married,0,0,Yes,United States,533 Cypress Rd ,Mount Jdale,OH,45324,Yes,No,Yes,3/25/2024,12/15/2021,No,11/17/1990,Immigrant,M,31,"$142,538.00",Yes
Yes,114-209-204,Immigrant,22,M,African American,No,college,No,FT,"$15,925 ","$191,100 ",Married,12,0,No,Cuba,8772one Holly Lane ,Misburg,CA,3028,Yes,No,Yes,6/18/2022,9/9/2024,Yes,8/23/1974,US Citizen,F,47,"$38,677.00",No
Yes,795-263-907,US Citizen,29,M,Multiple Races,No,college,No,FT,"$16,051 ","$192,612 ",Married,4,0,No,United States,366 S. Rockwell St ,Sythaca,FL,32254,No,No,Yes,11/21/2021,1/5/2020,No,9/12/1980,Immigrant,F,41,"$101,923.00",Yes
Yes,601-561-510,US Citizen,36,F,African American,No,college,No,FT,"$12,151 ","$145,812 ",Divorced,6,0,No,United States,73290 S Buchanan St,Fairine,FL,33010,No,No,Yes,8/20/2018,2/21/2016,No,8/6/1973,Immigrant,M,48,"$75,912.00",Yes
Yes,594-384-827,US Citizen,36,F,African American,No,college,No,FT,"$10,532 ","$126,384 ",Divorced,14,0,No,United States,6578 Sunset Road ,Nashua,NV,89701,No,No,Yes,5/1/2019,10/19/2017,No,12/29/1996,Immigrant,M,25,"$195,321.00",Yes
Yes,276-766-518,US Citizen,32,M,African American,No,college,No,FT,"$12,456 ","$149,472 ",Divorced,1,0,Yes,United States,35Cgar St ,Caris,CA,91776,No,Yes,Yes,6/12/2022,10/7/2024,Yes,4/29/1982,Immigrant,F,39,"$104,061.00",Yes
Yes,685-983-875,US Citizen,49,M,Hispanic,Yes,college,No,FT,"$15,828 ","$189,936 ",Married,8,0,No,United States,5026 28th Ter,Sarafield,NJ,8611,No,Yes,Yes,6/5/2025,4/14/2024,No,5/12/1991,Immigrant,F,30,"$112,666.00",Yes
Yes,119-331-174,Immigrant,30,M,African American,No,college,No,FT,"$15,477 ","$185,724 ",Married,11,0,Yes,Philippines,3877 Hillview Ave,Chohnert Park,NJ,7660,No,Yes,Yes,10/3/2023,7/22/2016,No,7/17/1986,US Citizen,F,35,"$48,285.00",No
Yes,832-452-443,US Citizen,35,M,African American,No,college,No,FT,"$8,935 ","$107,220 ",Married,6,0,No,United States,8192 Carmont St ,Saning,IA,8977,No,Yes,Yes,10/3/2018,2/7/2025,Yes,7/12/1997,Immigrant,F,24,"$152,360.00",Yes
Yes,238-528-616,US Citizen,47,M,African American,No,college,No,FT,"$8,183 ","$98,196 ",Divorced,4,0,No,United States,3620 Nrosman St ,Boise,FL,33010,Yes,No,No,7/21/2019,5/23/2022,Yes,11/2/1985,Immigrant,F,36,"$156,702.00",Yes
Yes,998-618-671,US Citizen,24,F,African American,No,college,No,FT,"$10,210 ","$122,520 ",Married,9,0,Yes,United States,7295 Pioneer Way,Amb Rockaway,FL,33010,No,No,Yes,9/10/2023,11/3/2017,No,5/28/1983,Immigrant,M,38,"$68,018.00",Yes
Yes,958-891-312,US Citizen,28,F,White,No,college,No,FT,"$11,880 ","$142,560 ",Divorced,9,0,No,United States,69 Nicolls Ave ,Camattle,CA,91784,No,No,Yes,6/14/2024,5/2/2020,No,4/6/1986,Immigrant,M,35,"$110,300.00",No
Yes,362-323-917,US Citizen,29,M,Hispanic,Yes,college,No,FT,"$15,054 ","$180,648 ",Married,4,0,Yes,United States,24 East Shadow Brook St ,Berkdar Grove,IA,50701,No,No,Yes,1/27/2017,10/30/2018,Yes,8/11/1979,Immigrant,F,42,"$67,276.00",Yes
Yes,209-140-781,US Citizen,26,F,African American,No,college,No,PT,"$2,758 ","$33,096 ",Married,11,0,Yes,United States,2 Cabaesett Ave,Menchester Township,FL,33010,No,No,Yes,1/18/2024,7/17/2021,No,8/2/1992,Immigrant,M,29,"$60,947.00",Yes
Yes,281-620-983,US Citizen,25,F,African American,No,college,No,FT,"$12,754 ","$153,048 ",Married,5,0,Yes,United States,89362 Pennsya St,Bloomfield,IA,50322,Yes,Yes,No,10/6/2025,10/30/2025,Yes,8/10/1971,Immigrant,M,50,"$175,740.00",Yes
Yes,274-752-808,US Citizen,26,F,African American,No,college,No,Unemployed,$0 ,$0 ,Married,0,0,Yes,United States,312 Belmont St ,Leo Lansing,NJ,7660,No,Yes,Yes,1/3/2024,6/17/2022,No,12/13/1996,Immigrant,M,25,"$176,287.00",Yes
Yes,796-919-661,Immigrant,27,M,African American,No,BA,Yes,Unemployed,"$7,668 ","$92,016 ",Married,7,0,No,China,6295 S Buchanan St,Springfield,CT,50315,No,No,Yes,8/6/2021,6/25/2016,No,12/3/1981,US Citizen,F,40,"$49,641.00",No
Yes,939-383-563,Immigrant,23,M,African American,No,BA,Yes,FT,"$7,457 ","$89,484 ",Married,3,0,Yes,China,279 Rockell Ave,Plaistow,CA,90020,No,No,Yes,8/22/2016,1/4/2021,Yes,9/5/1975,US Citizen,F,46,"$41,065.00",No
Yes,228-572-428,US Citizen,29,F,African American,No,college,No,FT,"$7,173 ","$86,076 ",Married,1,0,No,United States,63381 Jenks Ave ,Lace Lake,IN,46804,No,No,Yes,1/21/2025,1/4/2020,No,2/29/1992,Immigrant,M,29,"$186,699.00",Yes
Yes,958-120-638,Immigrant,28,M,African American,No,BA,Yes,FT,"$12,176 ","$146,112 ",Married,14,0,No,Dominican Republic,76 State St #979,Saint Paul,IA,50701,No,No,Yes,6/16/2021,4/24/2019,No,11/3/1981,US Citizen,F,40,"$53,908.00",No
Yes,966-115-421,US Citizen,23,M,African American,No,HS,No,Unemployed,$0 ,$0 ,Divorced,2,0,Yes,United States,55 Sunset Street ,Escondido,FL,33010,No,Yes,No,9/27/2019,10/27/2024,Yes,11/27/1996,Immigrant,F,25,"$78,626.00",Yes
Yes,992-144-523,Immigrant,45,M,White,No,MA,Yes,FT,"$15,441 ","$185,292 ",Divorced,8,0,Yes,El Salvador,18th St #8673,Brooker,IA,50701,No,Yes,Yes,3/8/2018,3/16/2021,Yes,12/15/1981,US Citizen,F,40,"$42,309.00",No
Yes,921-624-187,US Citizen,25,M,African American,No,college,No,FT,"$12,304 ","$147,648 ",Married,2,0,Yes,United States,32 W. Indian Spring St ,Loton,NJ,7660,No,Yes,Yes,4/12/2016,5/17/2017,Yes,12/18/1982,Immigrant,F,39,"$101,869.00",No
Yes,774-953-169,US Citizen,28,F,African American,No,college,No,FT,"$10,321 ","$123,852 ",Married,1,0,Yes,United States,1422 Fordar Swamp St ,Sugar Land,IA,50315,No,No,Yes,6/29/2018,12/21/2021,Yes,9/2/1976,Immigrant,M,45,"$64,121.00",Yes
Yes,805-253-791,US Citizen,36,F,African American,No,college,No,FT,"$15,288 ","$183,456 ",Married,3,0,Yes,United States,22 Bridle Ln,Lawrence Township,NJ,7660,No,No,Yes,3/12/2025,9/19/2025,Yes,12/17/1989,Immigrant,M,32,"$125,259.00",Yes
Yes,514-409-364,US Citizen,48,M,African American,No,college,No,FT,"$15,570 ","$186,840 ",Married,10,0,Yes,United States,71942 N Elmfield St,Taerry Hill,NJ,7660,No,Yes,Yes,2/13/2023,7/8/2017,No,4/27/1993,Immigrant,F,28,"$81,979.00",Yes
Yes,414-103-481,US Citizen,40,M,African American,No,college,No,FT,"$14,696 ","$176,352 ",Divorced,4,0,Yes,United States,718 E Colonial Dr,Hanover,IA,50322,No,No,Yes,3/25/2020,5/11/2020,Yes,8/20/1986,Immigrant,F,35,"$191,393.00",Yes
Yes,680-404-567,US Citizen,24,M,African American,No,college,No,FT,"$13,577 ","$162,924 ",Married,6,0,Yes,United States,02 Palo Alto Sq,Laton,MA,18030,No,Yes,Yes,8/13/2023,11/1/2022,No,2/22/1991,Immigrant,F,30,"$89,267.00",No
Yes,326-594-647,US Citizen,29,M,African American,No,HS,No,Unemployed,$0 ,$0 ,Married,3,0,No,United States,223 Lr Alto Sq ,Freech Green,NJ,7660,No,No,Yes,3/19/2019,10/12/2016,No,11/3/1992,Immigrant,F,29,"$90,559.00",Yes
Yes,884-655-703,Immigrant,40,F,African American,No,college,No,FT,"$13,365 ","$160,380 ",Married,7,0,Yes,Mexico,62 Mannix St,York,NV,89701,No,No,No,5/7/2022,5/20/2022,Yes,8/19/1972,US Citizen,M,49,"$33,393.00",No
Yes,462-511-179,US Citizen,29,F,African American,No,college,No,FT,"$7,696 ","$92,352 ",Married,15,0,No,United States,64 Lake St,Menilwa Locka,PA,18015,No,No,No,12/5/2020,9/1/2024,Yes,6/14/1978,Immigrant,M,43,"$132,298.00",Yes
Yes,686-781-692,US Citizen,35,F,African American,No,college,No,Unemployed,$0 ,$0 ,Married,1,0,Yes,United States,53 W Carey St,Dallas,CA,92501,No,No,Yes,4/26/2021,8/23/2025,Yes,11/30/1977,Immigrant,M,44,"$150,219.00",Yes
Yes,426-418-648,US Citizen,29,F,Hispanic,Yes,college,No,FT,"$8,124 ","$97,488 ",Married,15,0,No,United States,69 Newport St ,San Paer,IA,50322,No,No,Yes,4/20/2021,6/16/2021,Yes,7/16/1982,Immigrant,M,39,"$167,440.00",Yes
Yes,185-225-113,US Citizen,26,F,African American,No,college,No,FT,"$5,433 ","$65,196 ",Married,13,0,Yes,United States,53 Mountain View Dr ,Deerside,FL,3228,No,Yes,Yes,5/6/2019,5/4/2022,Yes,3/19/1975,Immigrant,M,46,"$64,090.00",Yes
Yes,206-701-966,Immigrant,27,M,African American,No,college,No,FT,"$16,289 ","$195,468 ",Divorced,1,0,Yes,Philippines,719 Vernon Ave ,Tulsa,NY,10011,No,No,No,9/19/2021,1/16/2025,Yes,9/9/1989,US Citizen,F,32,"$54,158.00",No
Yes,736-433-859,US Citizen,34,M,African American,No,college,No,FT,"$15,309 ","$183,708 ",Married,8,0,No,United States,622 Carpenter Ave,New York,HI,3027,Yes,No,No,1/24/2021,3/3/2025,Yes,3/12/1977,Immigrant,F,44,"$123,828.00",Yes
Yes,201-446-931,US Citizen,32,M,Hispanic,Yes,college,No,FT,"$16,471 ","$197,652 ",Married,4,0,No,United States,1641 Bohemia Lane ,Oaktown,OH,50324,No,No,Yes,5/20/2023,8/21/2021,No,4/6/1991,Immigrant,F,30,"$190,986.00",Yes
Yes,500-878-650,US Citizen,47,F,African American,No,college,No,FT,"$8,974 ","$107,688 ",Divorced,3,0,Yes,United States,7th St,Miami,OH,45324,No,No,Yes,12/4/2020,9/3/2025,Yes,9/24/1984,Immigrant,M,37,"$114,769.00",Yes
Yes,316-295-367,US Citizen,54,F,African American,No,college,No,FT,"$12,292 ","$147,504 ",Married,8,0,Yes,United States,6217 Dor Hwy,Hamilton,IA,50315,No,No,No,5/26/2023,5/29/2022,No,11/29/1993,Immigrant,M,28,"$139,332.00",Yes
Yes,402-299-926,Immigrant,43,F,African American,No,college,No,FT,"$5,820 ","$69,840 ",Married,12,0,No,Vietnam,39 Highwood St ,Orange,OH,45324,No,Yes,No,6/24/2021,11/18/2018,No,3/29/1993,US Citizen,M,28,"$45,529.00",No
Yes,337-617-200,US Citizen,35,F,African American,No,college,No,FT,"$11,792 ","$141,504 ",Divorced,5,0,Yes,United States,3388 E Duy St,Far Rockaway,CT,50315,No,No,Yes,3/7/2017,2/18/2019,Yes,5/24/1978,Immigrant,M,43,"$138,987.00",Yes
Yes,846-223-722,US Citizen,32,F,African American,No,college,No,FT,"$13,608 ","$163,296 ",Married,9,0,No,United States,225 Devon Ave,Spring Valley,IA,50322,No,Yes,No,1/3/2025,5/9/2019,No,6/6/1977,Immigrant,M,44,"$148,977.00",Yes
Yes,418-119-466,Immigrant,30,M,African American,No,BA,Yes,FT,"$7,833 ","$93,996 ",Married,5,0,Yes,Mexico,7288 Brickell Ave,Saint Paul,CA,91776,No,Yes,Yes,8/17/2023,8/20/2020,No,6/1/1993,US Citizen,F,28,"$57,225.00",No
Yes,568-926-624,US Citizen,45,F,African American,No,college,No,FT,"$13,025 ","$156,300 ",Married,6,0,Yes,United States,8932 N Plankinton Ave,Evanston,IN,46804,No,No,Yes,11/18/2020,3/8/2017,No,12/23/1994,Immigrant,M,27,"$171,609.00",Yes
Yes,260-298-443,US Citizen,30,M,African American,No,college,No,Unemployed,$0 ,$0 ,Married,7,0,No,United States,298 Trufield Ave,Laton,CT,91720,No,No,Yes,6/6/2017,2/27/2020,Yes,4/27/1975,Immigrant,F,46,"$62,721.00",Yes
Yes,903-929-927,US Citizen,36,M,Hispanic,Yes,college,No,FT,"$15,528 ","$186,336 ",Married,5,0,Yes,United States,822 E Main St,Sewell,MA,18030,No,No,Yes,11/24/2023,6/25/2017,No,11/16/1995,Immigrant,F,26,"$70,926.00",Yes
Yes,660-411-894,US Citizen,23,F,African American,No,college,No,FT,"$8,920 ","$107,040 ",Divorced,2,0,Yes,United States,44 Hill Ave ,Saraonsburg,IN,46804,No,No,Yes,2/27/2021,7/27/2017,No,2/2/1991,Immigrant,M,30,"$187,169.00",Yes
Yes,158-785-277,US Citizen,22,F,African American,No,college,No,FT,"$8,981 ","$107,772 ",Married,14,0,No,United States,904 Riverview Street ,Riverton City,IN,46804,No,No,Yes,9/28/2023,1/22/2022,No,9/17/1993,Immigrant,M,28,"$166,723.00",Yes
Yes,930-471-874,Immigrant,26,M,African American,No,college,No,FT,"$7,879 ","$94,548 ",Married,0,0,Yes,Guatemala,26 Martin Drive ,Norman,FL,33010,No,No,Yes,3/26/2021,9/25/2025,Yes,7/23/1984,US Citizen,F,37,"$34,263.00",No
Yes,247-650-510,US Citizen,30,F,African American,No,college,No,Unemployed,$0 ,$0 ,Married,4,0,Yes,United States,70 S. George St,Toledo,CA,91784,No,No,Yes,1/12/2019,2/19/2023,Yes,4/10/1998,Immigrant,M,23,"$99,325.00",Yes
Yes,588-281-226,US Citizen,28,M,African American,No,HS,No,Unemployed,$0 ,$0 ,Married,3,0,No,United States,3806 W Main St,East Lan Point Grove,TX,92301,No,Yes,No,11/13/2024,3/25/2021,No,4/20/1997,Immigrant,F,24,"$61,146.00",No
Yes,174-707-712,US Citizen,32,F,African American,No,college,No,FT,"$11,010 ","$132,120 ",Married,2,0,Yes,United States,661 Rochard Rd ,Waxhaw,NJ,7660,No,No,No,9/20/2022,1/24/2020,No,2/5/1984,Immigrant,M,37,"$178,688.00",Yes
Yes,299-599-482,US Citizen,35,F,African American,No,college,No,FT,"$13,341 ","$160,092 ",Married,6,0,Yes,United States,5 Aspen St,Coavenport,FL,33013,No,Yes,Yes,1/21/2025,10/31/2020,No,4/13/1995,Immigrant,M,26,"$142,393.00",Yes
Yes,575-469-965,US Citizen,25,M,African American,No,HS,No,FT,"$5,783 ","$69,396 ",Married,15,0,Yes,United States,65 Mountain Viewis Rd,Littleton,PA,91720,No,No,Yes,6/1/2016,4/12/2016,No,3/20/1974,Immigrant,F,47,"$91,929.00",No
Yes,651-365-666,US Citizen,37,F,African American,No,college,No,FT,"$8,422 ","$101,064 ",Married,4,0,No,United States,893 Prospey Lane ,Appleveland,OH,45324,Yes,No,Yes,12/8/2022,1/27/2018,No,7/15/1978,Immigrant,M,43,"$92,591.00",No
Yes,522-748-249,US Citizen,22,F,Hispanic,Yes,college,No,PT,"$2,712 ","$32,544 ",Divorced,7,0,No,United States,76322 N French Ave,Seattle,MA,18030,No,No,Yes,12/28/2021,7/21/2023,Yes,4/7/1977,Immigrant,M,44,"$155,038.00",Yes
Yes,927-972-883,US Citizen,36,M,African American,No,college,No,PT,"$2,927 ","$35,124 ",Married,5,0,No,United States,10 North Hilldale St ,Ellingburg,IA,50322,No,No,No,3/5/2025,1/22/2018,No,11/11/1987,Immigrant,F,34,"$126,389.00",No
Yes,986-654-224,US Citizen,23,M,African American,No,college,No,FT,"$14,165 ","$169,980 ",Married,8,0,No,United States,45019 Northake St,Chicago,IA,50322,No,No,No,10/7/2016,5/9/2017,Yes,11/19/1971,Immigrant,F,50,"$113,124.00",Yes
Yes,961-410-287,US Citizen,46,F,African American,No,college,No,FT,"$6,502 ","$78,024 ",Married,1,0,No,United States,2 Fighthouse Ave,Tunchester,OH,45324,No,Yes,No,8/19/2018,10/23/2023,Yes,4/3/1983,Immigrant,M,38,"$112,871.00",Yes
Yes,840-173-150,US Citizen,53,F,African American,No,college,No,FT,"$11,046 ","$132,552 ",Married,5,0,Yes,United States,92 Creekside Street ,Murfreesboro,FL,33010,No,Yes,Yes,3/15/2024,11/12/2025,Yes,3/30/1985,Immigrant,M,36,"$71,718.00",Yes
Yes,113-985-997,US Citizen,22,F,African American,No,college,No,FT,"$7,087 ","$85,044 ",Married,12,0,No,United States,7236 Dearborn St,Bountifma,FL,3228,No,No,No,9/5/2020,7/10/2022,Yes,5/1/1982,Immigrant,M,39,"$190,024.00",Yes
Yes,564-342-267,US Citizen,43,M,White,No,college,No,FT,"$11,493 ","$137,916 ",Married,5,0,Yes,United States,7 W 33rd St,Valley City,NJ,7660,No,Yes,Yes,1/30/2020,3/14/2023,Yes,6/22/1974,Immigrant,F,47,"$135,458.00",Yes
Yes,971-154-420,US Citizen,24,F,White,No,HS,No,Unemployed,$0 ,$0 ,Divorced,2,0,No,United States,692 Creek St ,Woratine,NJ,5150,No,No,No,8/27/2024,12/25/2025,Yes,4/5/1980,Immigrant,M,41,"$159,927.00",No
Yes,586-432-212,US Citizen,42,F,White,No,HS,No,FT,"$15,937 ","$191,244 ",Married,10,0,No,United States,306 Cerry St,Vincentown,MA,18030,No,Yes,Yes,7/16/2018,8/26/2017,No,12/19/1974,Immigrant,M,47,"$102,347.00",Yes
Yes,240-721-427,US Citizen,22,M,African American,No,college,No,Unemployed,$0 ,$0 ,Divorced,10,0,No,United States,342 W Campfire St,Burlington,CA,91706,No,Yes,Yes,10/31/2019,7/5/2025,Yes,11/10/1975,Immigrant,F,46,"$86,891.00",Yes
Yes,959-155-525,Immigrant,55,M,African American,No,MA,Yes,FT,"$14,418 ","$173,016 ",Married,13,0,No,Dominican Republic,52 Bridgeton St ,Mrence,IA,50315,No,Yes,Yes,1/26/2016,10/7/2023,Yes,7/12/1987,US Citizen,F,34,"$57,868.00",No
Yes,433-355-394,US Citizen,28,M,African American,No,college,No,Unemployed,$0 ,$0 ,Married,4,0,No,United States,692 S Central Blvd,Norwood,NJ,7660,No,No,Yes,12/7/2020,1/5/2022,Yes,7/8/1988,Immigrant,F,33,"$67,833.00",Yes
Yes,242-794-176,US Citizen,41,M,White,No,college,No,FT,"$11,674 ","$140,088 ",Married,11,0,No,United States,8784 Sfield St,High Point Salem,NY,10011,No,No,No,8/15/2020,3/29/2023,Yes,7/13/1982,Immigrant,F,39,"$61,976.00",Yes
Yes,188-990-321,US Citizen,31,M,Hispanic,Yes,BS,Yes,FT,"$7,600 ","$91,200 ",Married,1,0,Yes,United States,2843 Boulderth St,Long Island City,IA,50322,No,Yes,Yes,3/2/2022,12/25/2017,No,10/4/1986,Immigrant,F,35,"$67,600.00",Yes
Yes,730-589-155,US Citizen,34,F,White,No,HS,No,Unemployed,$0 ,$0 ,Married,12,0,Yes,United States,65 Mountain View Dr,Norwalk,FL,33010,Yes,No,Yes,12/22/2023,1/15/2024,Yes,9/13/1994,Immigrant,M,27,"$107,137.00",No
Yes,219-958-200,US Citizen,35,F,White,No,BS,Yes,Unemployed,$0 ,$0 ,Married,12,0,Yes,United States,252 Mx F Ave,Fort Worth,NJ,7660,No,No,Yes,8/22/2024,10/1/2022,No,6/19/1994,Immigrant,M,27,"$103,139.00",No
Yes,715-977-649,US Citizen,39,M,African American,No,college,No,Unemployed,$0 ,$0 ,Married,5,0,Yes,United States,2 Fighthouse Ave,Encinnati,IA,50322,No,No,Yes,11/9/2025,3/23/2018,No,3/19/1988,Immigrant,F,33,"$193,006.00",Yes
Yes,161-967-295,US Citizen,33,F,African American,No,college,No,FT,"$13,755 ","$165,060 ",Divorced,2,0,Yes,United States,200 Pringle Rd Se #508,Massapequa,IA,50315,No,Yes,Yes,10/15/2018,4/9/2025,Yes,10/28/1972,Immigrant,M,49,"$112,949.00",Yes
Yes,828-777-181,Immigrant,29,M,African American,No,MA,Yes,FT,"$7,820 ","$93,840 ",Divorced,5,0,No,India,33292 N French Rd,Rocklin,TX,79109,No,No,Yes,11/12/2020,7/3/2018,No,1/2/1997,US Citizen,F,24,"$36,961.00",No
Yes,622-995-332,US Citizen,43,F,African American,No,college,No,FT,"$7,853 ","$94,236 ",Divorced,12,0,No,United States,530 Birch Dr Dr,Sekes Green,CA,90016,No,No,Yes,10/2/2018,9/20/2019,Yes,6/8/1974,Immigrant,M,47,"$103,412.00",Yes
Yes,432-206-684,US Citizen,28,F,African American,No,BS,Yes,FT,"$6,801 ","$81,612 ",Married,6,0,Yes,United States,338636 S Withlt St,Soshaw,FL,33010,No,No,Yes,8/18/2025,11/26/2020,No,8/13/1976,Immigrant,M,45,"$76,681.00",Yes
Yes,834-286-153,US Citizen,27,F,African American,No,college,No,FT,"$16,351 ","$196,212 ",Divorced,7,0,No,United States,4 East Raue Spring Dr ,Austin,IA,50315,No,Yes,Yes,8/26/2020,11/9/2016,No,1/23/1993,Immigrant,M,28,"$146,299.00",Yes
Yes,593-205-534,US Citizen,26,M,African American,No,college,No,FT,"$11,252 ","$135,024 ",Married,4,0,Yes,United States,5 Webfire Ave,Bridgeport,CA,89701,No,No,Yes,4/2/2025,11/6/2025,Yes,7/18/1993,Immigrant,F,28,"$122,634.00",Yes
Yes,547-954-683,US Citizen,47,F,White,No,HS,No,Unemployed,$0 ,$0 ,Married,11,0,Yes,United States,6 Fieldstone St ,Canonsburg,CA,90020,No,Yes,Yes,7/5/2021,5/19/2023,Yes,3/29/1974,Immigrant,M,47,"$159,684.00",Yes
Yes,665-249-892,Immigrant,24,M,African American,No,BA,Yes,Unemployed,"$11,499 ","$137,988 ",Married,5,0,No,South Korea,762 Creekside Lane ,Oakland,MA,18030,No,Yes,Yes,3/6/2016,6/25/2019,Yes,10/19/1973,US Citizen,F,48,"$38,386.00",No
Yes,440-855-807,US Citizen,31,F,African American,No,HS,No,FT,"$14,227 ","$170,724 ",Divorced,10,0,No,United States,2 W Beverly Dr,Chapel Hill,MA,18030,No,Yes,No,5/4/2022,7/29/2021,No,1/7/1997,Immigrant,M,24,"$171,991.00",Yes
